Q31	Бельгия
Q1517021	Университет Западной Австралии
Q1517320	Законодательное собрание Манитобы
Q1519099	Вакцина против полиомиелита
Q1522599	Джанни Феррио
Q1530721	Канадская государственная служба кинематографии
Q1533038	Гнаденхюттенская резня
Q1535979	Sonic Underground
Q1536380	Шахматная олимпиада 2000
Q1538128	Pretty Maids
Q1542536	The Atlantic
Q1543446	Синдром Нунан
Q1546449	Сухопутные войска Греции
Q1550922	Берлингтон
Q1551228	TEO LT
Q1553383	Производственная система «Тойоты»
Q1554720	Гунарс Биркертс
Q1556889	Дей, Стокуэлл
Q1564939	Sony SonicStage
Q1573932	Тау
Q1575470	Hang Seng Bank
Q1577932	Suicide Season
Q1585793	Крэкстон, Харольд
Q1593696	эфес
Q1608476	Yakuza
Q1609449	Народ богов и земель
Q1610078	Монтьель
Q1610244	Соларио, Антонио
Q1623300	Хадсон, Кит
Q1626553	Honda CR-X
Q1629009	Латма
Q1634751	Nokia E71
Q1634826	Сборная Турции по регби
Q1640726	Афинский Политехнический университет
Q1644597	Марторана
Q1651543	Волшебная флейта
Q1654408	Инада, Томоми
Q1658005	Рантала, Ийро
Q1672817	Правительство Ирландии
Q1673410	Айзек Айзекc
Q1674747	Исрафил
Q1676793	Когда влюбляешься
Q1684756	Жан-Клод Грумберг
Q1702838	Джон Роуз
Q1707098	Жергонн, Жозеф Диас
Q1707816	Savoy Brown
Q1708098	Хоннавар
Q1711695	член Парламента Шотландии
Q1735037	Каскинен
Q1741270	Замок Килдрамми
Q1744694	Бромсгроув
Q1746023	фортепианный квинтет
Q1749063	министр иностранных дел Швеции
Q1749961	The Brothers Four
Q1755719	Освободите Джимми
Q1758126	мышечно-кожный нерв
Q1762833	Глазго
Q1766199	Стурла Гуннарссон
Q1768199	Большая российская энциклопедия
Q1773534	Ядро кометы
Q1779581	Список губернаторов Тасмании
Q1781317	Orange Juice
Q1781826	Renault Twizy urban 80
Q1783159	Капитолий штата Луизиана
Q1783259	Футбольная ассоциация Тувалу
Q1783730	Манильское соглашение
Q1788115	Кретинга
Q1789937	Карла Камурати
Q1790510	международный рейтинг лучших университетов мира
Q1790935	Конрадсен, Андерс
Q1797336	Пуна
Q1797707	Фриц Хельмут
Q1801817	Propellerhead
Q1806308	Уэльская гвардия
Q1806324	служебная собака
Q1809086	Законодательное собрание Онтарио
Q1810082	Le Point
Q1815344	министр обороны Дании
Q1816079	Toyota Verossa
Q1816205	Тонкая голубая линия
Q1819009	Хейфлик, Леонард
Q1819419	Сабанеев, Леонид Леонидович
Q1853433	Российская газета
Q1858188	Каморрист
Q1867601	Зарди, Доминик
Q1889748	Договор о сокращении стратегических наступательных потенциалов
Q1891143	Мансфилд
Q1895210	Планета бурь
Q1898464	военно-морская авиация
Q1902908	Март Рауд
Q1911445	Руа, Морис
Q1911471	Вьё, Морис
Q1920202	The Fool on the Hill
Q1931636	Microsoft Robotics Developer Studio
Q1932098	The Aerosol Grey Machine
Q1932245	Robocopy
Q1936356	Нагаока, Хантаро
Q1937820	Under Great White Northern Lights
Q1939252	Вернон
Q1953000	Менхениот
Q1964761	Семён Романович Воронцов
Q1964958	Комплекс Наполеона
Q1968484	Хоттабыч
Q1970147	Шведова, Наталия Юльевна
Q1972681	Субтельный, Орест
Q1975172	Харрис, Ролф
Q1977770	REGNUM
Q1980712	Тёрстон, Фредерик Джон
Q1981869	The Girlie Show World Tour
Q1984860	Джонс, Берт
Q1986557	Шюке, Никола
Q1986708	Acura Legend
Q1993197	Nintendo e-Reader
Q1995720	Бульдог
Q2000845	BBC Cymru Wales
Q2001305	телеканал
Q2019803	Оля Лялина
Q2022826	Оксфорд
Q2032185	Лала Шевкет
Q2032408	орден «Слава»
Q2032898	Пауло Флорес
Q2033642	Volvo Trucks
Q2035565	Чакрабон
Q2035589	Свен Воллтер
Q2044760	Дэвид Бромли
Q2060501	Сигни
Q2061821	Supermarine
Q2062666	Абдель Саттар Сабри
Q2062907	Пауль Вийдинг
Q2071252	Perkins Engines
Q2074267	Ломи сэмон
Q2075634	Пьедекуэста
Q2076898	Роже, Питер Марк
Q2079864	Паскаль Жантиль
Q2086498	Первая баронская война
Q2087386	Международный кубок Ниццы
Q2087610	Махеш Бабу
Q2087867	Сентер
Q2088324	Колониальная Бразилия
Q2088496	Колката
Q2089536	PetroVietnam
Q2093685	Ле Гро, Пьер (младший)
Q2095353	Бог в исламе
Q2095648	Chrysler Town & Country
Q2099177	Массо, Мишель
Q2104586	Porsche Carrera
Q2117484	Taobao
Q2127724	Раймондо Ван Риэль
Q2129100	Маккаби
Q2135973	Фоли, Ред
Q2142601	Track Records
Q2143864	Renault Spider
Q2150493	Milton Bradley Company
Q2157682	A Fairly Odd Christmas
Q2166634	The Pop Group
Q2176535	Алюминийорганические соединения
Q2200417	познание
Q2213391	Кройдон
Q2248798	Вирнуи
Q2251076	калий-40
Q2262270	Лука Виджани
Q2268271	Дескальсас-Реалес
Q2270170	Тибетско-непальская война
Q2287452	Стара-Корница
Q2294413	Люшер, Коринн
Q2306480	Борогидриды
Q2309668	семейство Кибелы
Q2315579	Сиялкот
Q2319985	Pourvu qu’elles soient douces
Q2320801	Смит, Джилли
Q2327270	Пьер, Жан-Батист-Мари
Q2328188	Yahoo! Games
Q2330789	Ллантрисант
Q2334242	Google Wallet
Q2335525	Туарегское восстание
Q2336063	Содовый хлеб
Q2336248	Минитмены
Q2337514	Западная Белоруссия
Q2342001	Карес
Q2347909	Восточная Бенгалия
Q2348812	нитрид ниобия
Q2350989	Гренадерский кавалерийский полк
Q2355426	Сигнал бедствия
Q2356539	Паяса
Q2360583	Лиг
Q2363616	Бандар-Лабуан
Q2363640	Шуга Блу
Q2383167	Mother 3
Q2386422	Конституция Бразилии
Q2393002	Одесский залив
Q2394895	Сейо Сексон
Q2400310	Работа актера над собой
Q2402934	HMS Bermuda
Q2408009	Шерил Тигс
Q2413840	Анкара Арена
Q2418165	Мория, Хироки
Q2426702	Витторио Сгарби
Q2448156	Тистла-де-Герреро
Q2449037	Вадим Васильевич Борисовский
Q2452569	Открытый чемпионат Уэльса по снукеру 2009
Q2453067	Medazzaland
Q2455704	подсемейство
Q2457455	Саюр-асем
Q2460826	Me & My
Q2468169	Witching Hour
Q2468903	Футбольная федерация Самоа
Q2474634	Парни с мётлами
Q2475091	Операция «Немезис»
Q2475967	Мен, Альбер де
Q2478124	Дикша
Q2493753	Бове, Жан-Кристоф
Q2496917	Kikou Kantai Dairugger XV
Q2502519	Кампания Ред-Ривер
Q2520129	Подводные лодки типа L
Q2521385	Ричмонд ФК
Q2523018	Arkhon Infaustus
Q2526419	Мобильная маргаритка
Q2542813	Битва при Уллайсе
Q2556248	Анна Мария Гонзага-Неверская
Q2556934	Carbon Based Lifeforms
Q2568023	Эспиноса, Хавьер
Q2575137	Кинан Гаруин
Q2578725	Индуизм в Индонезии
Q2578933	Статус постоянного жителя Канады
Q2587178	Роберт Колдуэлл
Q2589401	Кроули, Пэт
Q2598356	Не Вэйпин
Q2599508	Борис Берман
Q2600128	История евреев в Египте
Q2602559	MyFootballClub
Q2607857	Ле Пен, Ульриш
Q2614699	Дюсет, Лиз
Q2620335	Энтони Ободай
Q2629065	Президентский дворец
Q2631720	профессиональный бокс
Q2632248	ахун
Q2635218	Жиль Блас
Q2639031	Ильтуд
Q2640389	Golden Axe
Q2642722	кофе Ява
Q2658847	Гэ Ю
Q2661900	Хаага
Q2664606	Молла Насреддин
Q2680181	Антоний
Q2702123	Renault Symbol
Q2704188	Останкинский район
Q2709643	Nissan Skyline GT-R
Q2711843	Андреапольский район
Q2712572	средневековый иврит
Q2713698	Уильям Хабингтон
Q2715784	Доспат
Q2715980	Руше, Жан Антуан
Q2717243	Unus pro omnibus, omnes pro uno
Q2725442	Нормативная этика
Q2727213	кража
Q2735411	Jimdo
Q2735753	Гунтур
Q2736992	Сумайя бинт Хайят
Q2740822	Крис Барри
Q2744304	Жан Лакутюр
Q2744537	Вонделл Дарр
Q2824907	Адольф Шнайдер
Q2833998	Александр Риньо
Q2845619	Монзи, Анатоль де
Q2869989	Террористический акт в Карачи (2002)
Q2883923	Барбара Бриттон
Q2896938	Национальное бюро исследований
Q2899864	Самми Офер
Q2906138	Корфу, Хаим
Q2910873	анатомическая терминология
Q2914452	президент Алжира
Q2914477	Bill Haley & His Comets
Q2920963	стью
Q2945352	Военный мемориал в Кранджи
Q2978540	вице-президент Бразилии
Q2980988	Chevrolet Camaro
Q2984588	Чкнаворян, Лорис Айказович
Q2991162	Правительство Австралии
Q2992386	Анастасия Юрьевна Волочкова
Q2992833	Сималурский язык
Q2994121	Законодательный совет Тасманиии
Q3014208	Даниэль Ивернель
Q3016545	Дэррин Флетчер
Q3025632	Тим Рейнес
Q3029030	Международный кинофестиваль в Бангкоке
Q3047356	Эдди Митчелл
Q3048415	Эдурне
Q3052235	Мацуура, Косукэ
Q3052288	Лаб
Q3063232	терраформирование Марса
Q3068744	Сухопутные войска Сирии
Q3071680	картинка
Q3081347	Утида, Сюнгику
Q3081707	Иб Мельхиор
Q3108542	Seiyu Group
Q3112766	Восс, Исаак
Q3114762	корабль
