Q2	כדור הארץ
Q507078	מחוז אוצ'יטה
Q507365	מחוז טיפקאנו
Q507469	קאווסאקי, גאי,
Q507517	רוצ'סטר
Q507538	שריר המשוורת
Q507774	סילבסטר דה סאסי
Q507972	אווה יונסקו
Q508029	סטיבן ליקוק
Q508220	מחוז אונסלואו
Q508295	חשבון
Q508376	התאחדות הכדורגל של גיברלטר
Q508620	סטניסלב גרוף
Q508860	מריאנו רמפולה
Q508880	אלוהה
Q509284	G Suite
Q509321	ים דייוויס
Q509374	חואן קוואדראדו
Q509404	אלקטל-לוסנט
Q509838	מחוז גייטס
Q510223	קומין קרלסהאמן
Q510281	ג'ורג' אנסון, ברון אנסון הראשון
Q510362	Signify
Q510450	האישה הבלתי-נראית
Q510487	פידל
Q510511	הלנדטאג של הסן
Q510554	קוז'אק
Q510662	כביש טבעת
Q510675	מחקרים אריתמטיים
Q510947	מחוז שנאנדו
Q511106	מחוז ויקומיקו
Q511108	התיאטרון המלכותי הלאומי
Q511502	איליה השני
Q511647	מחוז בנינגטון
Q511984	אוטונה ויסקונטי
Q512128	נמל התעופה הבינלאומי פילדלפיה
Q512191	מלודיקה
Q512259	מחוז מורגן
Q512314	אישיות החברה הגבוהה
Q512468	גארודה אינדונזיה
Q512593	תתש הראשון
Q512901	מחוז פיירבנקס נורת' סטאר
Q512915	התאחדות הכדורגל הליטאית
Q512925	מחוז מאטאנסוקה-סאסיטנה
Q512965	מחוז ג'נינגס
Q513216	קלוד
Q513300	קתדרלת בווה
Q513361	אנג'לה ריפון
Q513684	נמל התעופה הבינלאומי מהרבאד
Q513792	מחוז פאוהטן
Q514024	מחוז פטריק
Q514377	בנטפוכלס
Q514975	לנוקס ברקלי
Q514985	לס קלייפול
Q515426	סנאט טקסס
Q515429	Power Windows
Q515741	פרנסיסקו סראנו
Q515858	אוליבר אלסוורת'
Q515883	פאוול אפוורת'
Q515922	משושה החורף
Q516035	טרוי דונהיו
Q516462	באד וילדונגן
Q516805	קלאודיו בורגי
Q516845	פסקל דוספן
Q516937	ארנסט רייר
Q517576	אניה להירי
Q517612	טייט ליברפול
Q517764	רוב פייק
Q517873	נמל התעופה הבינלאומי אוריו דל סריו
Q517883	התאחדות הכדורגל של פרגוואי
Q518101	הרפובליקה האוסטרית הראשונה
Q518874	קאי לאן
Q518902	Little Child
Q519763	לפינלהטי
Q519902	מתאו חיל
Q520504	ויסנטה אספינל
Q520549	גאולוג
Q521188	$9.99
Q521550	גוגל תמונות
Q521718	מרפי בראון
Q521740	אנה יסיפובה
Q521817	יאן נפומניאשצ'י
Q522541	באד שוואלבאך
Q522618	פריוריטי רקורדס
Q522888	אנדרי שפיצר
Q522907	איגנץ שופאנציג
Q523149	Trampled Under Foot
Q523352	לואי לוסיאן בונפרטה
Q523380	ליטא המרכזית
Q523957	פאנקאדליק
Q524114	גאי פראט
Q524193	התאחדות הכדורגל של סומליה
Q524480	שיין באטייה
Q524692	Ogdens' Nut Gone Flake
Q525002	טרוי אייקמן
Q525169	אוניברסיטת ג'יאו טונג שאנגחאי
Q525415	החתונה היוונית שלי
Q525861	הנדריק דה קייסר
Q525947	פלימות' ואליאנט
Q526035	המופע של אנדי גריפית'
Q526220	פרנק נוקס
Q526376	ניקולו קוטונר
Q526424	פרנסיסקו קנרו
Q527024	איוואן גול
Q527146	מרגרט פורסטר
Q527157	נמל התעופה הבינלאומי כווית
Q527916	קגני ולייסי
Q528066	תאטרו קומונאלה די פירנצה
Q528231	גולדסמית'ס, אוניברסיטת לונדון
Q528294	WebSphere MQ
Q528415	חסדאי קרשקש
Q528663	מרק אישם
Q528840	קרוליין ביינום
Q529207	רונאלדו
Q529233	אנג'לה ארנטס
Q529276	סטדס טרקל
Q529591	אנתוני קארו
Q529696	הורטון פוט
Q529723	מערכת אל-אנפל
Q529999	Ready to Die
Q530131	עמק טיילור
Q530187	נינה ואן פאלאנדט
Q530235	סת הולט
Q530471	האקדמיה הסינית למדעים
Q530496	Viva Hate
Q530590	ג'וזפה פורינו
Q530670	ממלכת בורגונדי
Q530706	המופע של דיק ואן דייק
Q530917	מערב אנטארקטיקה
Q530936	תור הזהב של ספרד
Q530970	האסיפה הכללית של וירג'יניה
Q531131	רנו 18
Q531178	נמל התעופה הבינלאומי הונולולו
Q531256	קתרין רובול
Q531690	אאודי TT
Q531759	פיטר מייל
Q532053	ראלף טאונר
Q532156	יורדן לצ'קוב
Q532852	פיירו גובטי
Q533374	אנטרפרייז
Q533617	דויטש אג
Q533759	יוסף דה לה וגה
Q533781	דיפלו
Q533799	אלן וורן
Q534282	כיפה געשית
Q535127	פייר ז'וליבה
Q535345	פרנצ'סקו רוטלי
Q535457	ז'והן ופירלואי
Q535525	The Man-Machine
Q535546	אנג'לו אמאטו
Q535841	מרפסה דואן
Q536113	מרים ברו
Q536137	אבודים בחלל
Q536322	ג'ורג' דיוק
Q537127	גשר-כביש
Q537128	Black Is Black
Q537224	שארל חילו
Q537251	רוסלאן חסבולטוב
Q537303	מפלגת הפועלים המאוחדת הפולנית
Q537679	בן רות'ליסברגר
Q537795	קלי מארי
Q537853	כרמל
Q538118	פדרציית הכדורגל של אקוודור
Q538549	ג'ון אדינגטון סימונדס
Q539051	יוונים
Q539149	קונגרס הנציגים (ספרד)
Q539269	בחורים רעים 2
Q539270	לואיז לאולר
Q539832	יוסף לטיף
Q540056	ג'ו לובנו
Q540186	מיראל (ש.ל.ר)
Q540312	נגאוקה
Q540407	ז'אן איפוליט
Q540608	ראשידה ג'ונס
Q540908	יז'י פיצובסקי
Q541023	דָאדְזוּ חְווֵיְקֶה
Q541408	תלמה קרפנטר
Q541435	פוארטו מלדונדו
Q541652	לאורה באסי
Q541659	פול צ'יימברס
Q541721	חפסייה הרזי
Q541922	ויליאם פרימרוז
Q542137	פני סמית'
Q542146	דרום הודו
Q542166	עורק הכבד המיוחד
Q542741	יונה פרידמן
Q542868	ג'וניור ולס
Q543169	ברנאר זִ'ירוֹדוֹ
Q543256	פרנסיסקו ואייחו פונס
Q543750	לוואצה
Q543751	התזמורת הסימפונית של מינכן
Q543914	אלונזו בייברס
Q543948	פרנס פלוריס
Q544387	ריי צ'ארלס
Q545007	באנקרס לייף פילדהאוס
Q545206	ראש המטה הכללי
Q545274	סילוויין קומה
Q545311	קדילאק XLR
Q545375	רוברטסון דייוויס
Q545446	מצר נארוטו
Q545449	מלחמת עיראק
Q545981	עריכת תמונה
Q545985	ציר דגים
Q546121	פיטר טורקסון
Q546443	לואי דובנטון
Q547052	ברקנוקשייר
Q547226	אובססיה
Q547315	Tattoo You
Q547742	מארי ורסיני
Q547761	התאחדות הכדורגל של אל סלוודור
Q548038	מרטינה פוס-טקלנבורג
Q548161	סימון בוקנגרה
Q548181	ז'ול ברבייה
Q548439	לידס רואד
Q548808	לארגו וינץ' 2
Q548928	צ'ארלס סטורט
Q549121	הטור של פולין
Q549214	תומאס ארפניוס
Q549276	שייטת
Q549409	רפואה שלמה (סדרת טלוויזיה אמריקאית)
Q549761	ווריק
Q549786	ג'ון סואן
Q549905	סול דיאז
Q550374	הרפובליקה הדרום-אפריקאית
Q550525	This Is Hardcore
Q550576	המגדל הלבן
Q550806	רולאן טופור
Q550884	מיקלה ברטולי
Q551362	לואיס מקליין
Q551426	אריק גיל
Q551478	צ'ארלי דניאלס
Q551740	ז'אן-פייר קלארי דה פלוריאן
Q551754	ז'וזף ז'ובר
Q551835	רופא סופר
Q551896	ריכטר, לודוויג
Q551912	הרבי מאן
Q552581	SAP SE
Q552619	פייר-ז'ול הצל
Q552691	אלכסיי קרילוב
Q552876	ז'אק פרנץ
Q553157	רומניה במלחמת העולם הראשונה
Q553819	גבריאל אקסל
Q553905	וון-טון
Q554025	רולאנד אורזבל
Q554582	ליאור אליהו
Q554730	דימיטריה סטורדזה
Q555022	מרטן דה פוס
Q555241	פיירפרנצ'סקו פאבינו
Q555361	פרננדו דה נאפולי
Q555618	בורגדורף
Q555687	האיש שירה בליברטי ואלנס
Q555720	אריקו פטרלה
Q555931	הבחירות הפדרליות בגרמניה 2013
Q556578	חליל לספר
Q557305	פיל נייט
Q557378	סלמאן הפרסי
Q557443	פול רדין
Q557632	דקה
Q557643	מישן
Q557665	ישראל קסטנר
Q557867	חמישים גוונים של אפור
Q558231	מוחמד שאה קאג'אר
Q558714	מוחמד שה
Q559041	קרדינל-אינפנטה פרדיננד
Q559200	זלזאל
Q559298	קנדארם2
Q559321	מיאמי מחלק מוסר
Q559367	TY.O
Q559492	חבל איקר-רנדו
Q559622	יוסף אלבו
Q559667	טיראנט לו בלאנש
Q560406	מטוס קרב של הדור החמישי
Q560416	פאוור ריינג'רס מגה פורס
Q560575	אסטרונומיית חובבים
Q560627	לואיס מרטינס דה סוסה דנטאס
Q560658	לואי דרקייה דה פלפואה
Q560716	ג'ימי דורסי
Q560841	Brain Records
Q560917	אנסלם פאיין
Q561017	שפארקסן ארנה
Q561080	ברטולד הומל
Q561099	מיגל מרקוס מדרה
Q561401	ספייק מיליגן
Q561443	שריל מילנס
Q561458	הנרי לואיס גייטס ג'וניור
Q564371	פילוסופיה של החינוך
Q565692	אן פריו
Q565812	נסיכות קאלנברג
Q566397	משולש ויימאר
Q566461	אנר בילסמה
Q567575	אנומר
Q567842	De troubadour
Q568065	Another One Bites the Dust
Q568497	פייר דניאל אואה
Q568605	שר החוץ (גרמניה)
Q568769	SoundCloud
Q569210	אוטוביאנקי A112
Q569255	פיגועי באלי (2005)
Q570116	אטרקציה תיירותית
Q570224	אמנת אוטווה
Q570431	אולימפיאדת הנכים רומא
Q570458	אנזובינוס הקדוש
Q570529	אסקבורן-פרנקפורט
Q570873	נמל התעופה הבינלאומי של דמשק
Q571191	שבי ציון
Q571213	Surfer Rosa
Q571260	יומיר דואטו
Q571293	אוניברסיטת סורבון נוול
Q571536	נמל התעופה הבינלאומי טמפה
Q571947	חבל באוצן
Q572077	La Bouche
Q572290	רנו 14
Q572648	פיק אפ
Q573344	המיינסטרים
Q573509	גאומטריית נהגי המוניות
Q573747	התאחדות הכדורגל של סין
Q573852	ספינה טרופה מאולו-בורון
Q573970	רחבת חניה
Q574146	לוקנוולדה, ברנדנבורג
Q574192	גרינוויל
Q574328	מוזיאון מרד ורשה
Q574412	אלגרמישן
Q574910	Pink Moon
Q574914	Don't Bother Me
Q574992	V8
Q575007	Antichrist Superstar
Q575092	גוגל גלאס
Q575248	ישו
Q575260	קובה
Q575937	פורשה 959
Q576152	ז'נבה, אילינוי
Q576304	מוריס
Q576501	גארפילד
Q576636	ואמנטלה
Q576763	Face Dances
Q576909	The Harder They Come
Q577902	מגן דוד אדום
Q578088	רנו R8
Q578109	מפיק טלוויזיה
Q578526	חסדו של טיטוס
Q578898	שברולט סיקיישן
Q578917	התאחדות הכדורגל של ג'מייקה
Q578979	סלינט
Q579677	נשיא אוקראינה
Q579711	קרת'ג
Q579842	התאחדות הכדורגל של יפן
Q580014	אנטיוכוס הרביעי, מלך קומגנה
Q580409	נמל התעופה בורנמות'
Q580606	הוועדה הבין-לאומית לטקסונומיה של נגיפים
Q580813	וולוו 480
Q580867	אסון מעבורת החלל קולומביה
Q581462	מינסטרונה
Q582159	סירי
Q582220	Caress of Steel
Q582630	קפטן קררו
Q582861	השושלת המרינית
Q583103	ישראל אנטון צולי
Q583453	נמל התעופה אז'אקסיו נפוליאון בונפרטה
Q583461	אלגוריתם אקראי
Q583725	המרכזים לבקרת מחלות ומניעתן
Q584102	נמל התעופה שאנון
Q584205	אנטי טריניטריזם
Q584279	אזור הרי האטלס הצפוני
Q584301	בסיסט
Q584451	בת'סדה
Q584570	נבדו טרס קרוסס
Q584585	הלפיד האנושי
Q584601	בסקין-רובינס
Q584759	בית המשפט החוקתי של רוסיה
Q585052	פולכר קויטר
Q585704	אלגרס
Q585758	אימפריית הפשע
Q585821	החיים הם נס
Q586084	דייוויד מיסקאוויג'
Q586189	קרב גשר פואיק
Q586927	ג'ראלד אמט קרטר
Q586951	אריק ואן אגראט
Q587270	גיימס וורקשופ
Q587614	Fast Car
Q587835	RSM-56, בולבה
Q588750	תיאטרון בובות
Q588820	קוקטו טווינס
Q588964	עלי (צמחים)
Q589148	ובלי
Q589182	רות'רפורד
Q589460	ליווינגסטון
Q589680	Xenix
Q590208	הביוגרפיה הגרמנית הכללית
Q590849	ארבאדה
Q590866	מחוז טהראן
Q591145	רנו 12
Q592241	אירקליס סלוניקי
Q592355	אנטון פאן
Q593324	ברמינגהאם, מישיגן
Q593644	כימאי
Q593733	חברת הנפט הלאומית האיראנית
Q593786	בריטיש טלקום
Q594073	אירוויזיון
Q594120	שברולט מונטה קרלו
Q594320	מארק גרנובטר
Q594936	ויליאם בייליס
Q595364	סריג
Q595372	בוב ג'ון
Q595668	אוניברסיטת טילבורח
Q595705	Talk Talk
Q595718	תחרות פגניני
Q596504	פורשה 356
Q596594	אידאוגרפיה
Q597649	נמל התעופה הבינלאומי שארלוט דאגלס
Q597842	פלורנס
Q598404	וולוו 144
Q598782	פייטרו קאנדיאנו השלישי
Q598831	נמל התעופה בלקפול
Q599901	סירופ שוקולד
Q599936	אנטוניו ברטולוני
Q600018	ממלכת הונגריה
Q600038	Bryter Layter
Q600068	הפיגוע בפארק האולימפי סנטניאל
Q600180	אינדיאנפוליס
Q600344	הבנד
Q600396	דגי מאכל
Q600693	תיאס
Q600986	אסקדה
Q601427	גרנט גרין
Q602468	לואי פרגו
Q602637	Go Away White
Q602656	התאחדות הכדורגל הצ'יליאנית
Q603567	טריבונו ממו
Q604134	ב.מ.וו ניו 6
Q604496	פנוסקנדיה
Q604634	Tormato
Q604681	מדיולאנום פורום
Q605272	פיאט 125
Q605401	הוצאת קונדה נאסט
Q605437	Godbluff
Q605761	הקורדילרה האמריקנית
Q605787	טטה
Q605817	ג'יי ג'יי אוקוצ'ה
Q606113	ארצ'י גמיל
Q606212	פרימנטל
Q606340	מחוז מעאן
Q606513	The Long Road
Q606555	קלוביס קורניאק
Q607050	קולפורט
Q607112	בעיית שלושת הגופים
Q607116	חוקי התיאטרון הקלאסי
Q607336	רומבק
Q607346	זים הפולש
Q607499	מחוז דרום-מערב
Q608293	וודסטוק (ניו יורק)
Q608338	אוניברסיטת בוקרשט
Q608401	ג'יאנקרלו מארוקי
Q608650	xrbdh
Q609134	ז'ואנויל-לה-פו
Q609235	אנטרים
Q609250	דפנדרס
Q609306	טייזן
Q609626	לערבי בן בארכ
Q609753	האוזן החיצונית
Q610190	דיילי אקספרס
Q610532	דאוויד בורליוק
Q610669	המושל הכללי של אוסטרליה
Q610822	אלפבית קטלאני
Q610968	האחים מריו
Q611043	פלאשדאנס
Q611100	המופע של עלי ג'י
Q611644	בישוף קתולי
Q611723	אוניברסיטת ריירסון
Q611745	הרוזן דאקולה
Q611746	גבעות וסטפולד
Q611845	The Polyphonic Spree
Q611919	שאנון (עיר)
Q611927	קרלו רוסלי
Q612471	קאמל
Q612670	התאחדות הכדורגל של ברבדוס
Q612965	אונוור
Q613067	נאמור
Q613319	מייק פיאצה
Q613883	מרקורי
Q613972	מגש
Q614304	מדעי הרוקחות
Q614521	אלפא רומיאו מונטראל
Q614684	מגדל קהיר
Q615680	Crazy Nights
Q615795	ז'אק דופילו
Q615944	המופע של מרי טיילר מור
Q616523	פרובינציה קיספלטינה
Q617375	הירושימה
Q617558	הונדה קונצ'רטו
Q618045	מארגט
Q618057	המשפחה הקדושה
Q618123	אזור גאוגרפי
Q618355	מיץ תפוחים
Q618558	קרייג פדריגי
Q618696	מרכז טיסות החלל מרשל
Q618719	אסטריקס הגאלי
Q618739	סירופ תירס
Q618779	פרס
Q619094	אצטדיון דין קורט
Q619135	אפולו בלוודרה
Q619297	כף אדייר
Q619443	נאדי
Q619558	פורטמן רוד
Q620118	פבריס לוקיני
Q620280	התאחדות הכדורגל האירית
Q620615	אפליקציית מובייל
Q620634	ביר טוויל
Q620730	גליצין
