Q31	Βέλγιο
Q213717	Διεθνές Αεροδρόμιο Ο΄Χερ
Q213847	Ενίς Πάρκερ
Q215333	Καρλ Τσέρνι
Q215493	Στάδιο Ντέλλε Άλπι
Q215972	πρωταγωνιστής
Q216108	BBC Two
Q216630	Βάλντεμαρ Δ΄ της Δανίας
Q217398	Σύμβαση της Βέρνης για την προστασία των λογοτεχνικών και καλλιτεχνικών έργων
Q217413	Θεωρία κατηγοριών
Q218186	Βυτάουτας
Q218690	Ρεϊμόν Κενώ
Q219117	Ζόμπα
Q219357	Porsche 911
Q221310	Anggun
Q221395	Έλεγχος Εναέριας Κυκλοφορίας
Q222131	Ποδοσφαιρική Ομοσπονδία ΗΠΑ
Q222344	κινηματογραφιστής
Q223312	Γιώργος Φωτάκης
Q223557	υλικό σώμα
Q223563	Ημερολόγιο Google
Q229007	Σφαγή του Μονάχου
Q230023	Λέσλι Καρόν
Q230731	Αρωματικοί υδρογονάνθρακες
Q232801	Άννα της Γαλλίας
Q232916	Αβραάμ Ορτέλιους
Q233316	Ιερό οστό
Q233742	Λουντιβίν Σανιέ
Q233836	Όχος ντελ Σαλάδο
Q234728	Βανβ
Q234801	Αλλάχ
Q234890	Εμανουέλ Σενιέ
Q236229	Λιουμπόφ Ορλόβα
Q237266	Κατερίνα Νταβίνιο
Q237896	Ρίντινγκ
Q238445	Εμιράτο της Γρανάδα
Q239040	Χέντιι
Q239376	Εμμανουέλ Αρσάν
Q239663	ΦΚ Σαράγεβο
Q240870	Εμσίλα
Q241214	Πατάκα
Q241748	Βασίλειο της Σερβίας
Q244441	Πιτ Σίγκερ
Q249075	Atari 8-bit υπολογιστές
Q253414	FIFA
Q253567	μαθητευόμενος
Q255809	Χιουρέμ
Q257830	Νάπολη
Q258299	Ίνβα Μουλά
Q268522	Αλέν Μαμπανκού
Q268628	Ποδοσφαιρική Ομοσπονδία Νήσων Φερόε
Q268726	Τσους Λαμπρεάβε
Q269864	Σοσιαλιστική Δημοκρατία της Σερβίας
Q269927	Ντέιβιντ Μάμετ
Q270691	Σρίντεβι
Q272517	Kasabian
Q272588	Αμπντουλάχ Αχμέτ Mπαντάουι
Q273053	Παπίας Ιεραπόλεως
Q273462	Διεθνές Αεροδρομίου του Βνούκοβο
Q280722	Ίλια Ουλυάνοφ
Q281009	Κοστάκε Κονάκι
Q282902	ναλοξόνη
Q283584	Rabid Records
Q284115	το κελάρι της ντροπής
Q287514	Μαρκ Μπόλαν
Q288266	Θειικό μαγνήσιο
Q291644	Έρνα Σόλμπεργκ
Q295262	Κάρλος Αλμπέρτο Τόρες
Q297672	οινολογία
Q298581	Τζουλς Ζανσέν
Q300552	Srpski film
Q310341	Αντόνιο Νέγκρι
Q311115	Ανρί Βικτόρ Ρενιώ
Q311291	Γιάροπολκ A΄ του Κιέβου
Q311538	Άλφρεντ Λούις Κρέμπερ
Q312040	Φρανθίσκο Λάργο Καβαγιέρο
Q312489	Αλέν Ρομπέρ
Q312712	Μαρκ Στρονγκ
Q312784	Μπενεντέτο Μαρτσέλο
Q312925	Γκεόργκι Μάρκοφ
Q313465	Υπουργός Εξωτερικών Υποθέσεων
Q313835	Πάουλο Ενρίκε Γκάνσο
Q314799	Αντόνιο Σόλερ
Q318418	Βίλβορντε
Q318475	Ράντι Νιούμαν
Q320416	Ταρτησσός
Q320851	Τζον Ρέιθ
Q322646	Εκδικητές
Q323245	Αντουάν Ογκιστέν Κουρνό
Q327012	Μπανγκόρ
Q327948	Πρόεδρος του Ισραήλ
Q328121	Ευρύτερη Περιοχή του Τόκυο
Q333859	Boeing X-37
Q334262	Γκουερτσίνο
Q334714	Δουκάτο των Αθηνών
Q334868	Φονγκσαλί
Q337148	Porsche Cayenne
Q337196	Ακάκιος Καισαρείας
Q338965	Θειοφαινόλη
Q347250	Προυδέντιος
Q347685	Κορνέι Τσουκόφσκι
Q351625	Θεωρητική γλωσσολογία
Q355265	Πασκουάλ Μαραγάλ
Q362127	Αλεξέι Λεόντιεφ
Q362230	Κλοντ Χόπκινς
Q364239	Ουίλιαμ Κάμντεν
Q368045	Τσέστερ
Q368254	Τζιάκομο Μπάλα
Q371451	Γεωργιανή Ποδοσφαιρική Ομοσπονδία
Q371599	Παντελής Καφές
Q373064	Αϊτόρ Καράνκα
Q374365	Τζέντα
Q374727	Αυχένας
Q378739	Μαξιμιλιανός Σφόρτσα
Q380289	Σκιπ Τζέιμς
Q380344	Περιγραφική στατιστική
Q382952	Ισότοπα του ασβεστίου
Q383092	σχολή τέχνης
Q383322	Στέφανος, εκλεγμένος Πάπας
Q386567	Άγιαξ, Οντάριο
Q389020	Audi 80
Q391038	Σαμάς σουμ ουκίν
Q391331	Στάδιο Τέντι
Q394474	Σέλμπουρν ΦΚ
Q407125	Υδροξείδιο του αργιλίου
Q407473	Εποξυαιθάνιο
Q407548	Υδροξείδιο του μαγνησίου
Q410305	Υποξανθίνη
Q410744	Σορβικό κάλιο
Q420726	Διακλαδισμένα Αμινοξέα
Q421085	Θειούχος άργυρος
Q421773	Τρεχαλόζη
Q422689	λακτουλόζη
Q424284	Πυραζίνη
Q440388	Κουρτ Άτερμπεργκ
Q442484	Κορνέλις φαν Χάαρλεμ
Q442492	Στίβεν Ν'Ζονζί
Q447682	Μπαρτολομέους Σπράνγκερ
Q455118	ηθική των ζώων
Q455562	Γιάννης Λάτσης
Q455991	Χάποελ Χάιφα
Q461891	Συνθήκη της Σπιτσβέργης
Q464865	Νταντά Αμέσου Δράσεως
Q464971	Φλορεστάνος Α΄ του Μονακό
Q465104	Μπρόντι
Q467395	Νταϊσάκου Ικέντα
Q467770	Φρειδερίκος Μάρρυατ
Q468625	Οι Λομβαρδοί στην Πρώτη Σταυροφορία
Q471087	Πατρίκ Φιορί
Q472675	Φρέντερικ
Q472971	Χώρος
Q473984	Πρόεδρος του Πακιστάν
Q475658	Πρόεδρος της Αυστρίας
Q478278	Οκρούγκ Ζλάτιμπορ
Q478320	Ποδοσφαιρική Ομοσπονδία Σκωτίας
Q478825	Amstrad
Q482657	Λόγκαν
Q483047	Ουζμπέκοι
Q483382	Στήβεν Βόζνιακ
Q483881	Windows 2000
Q484692	ύμνος
Q486370	Τσούι
Q486839	βουλευτής
Q487286	Ωστενίτης
Q489931	Λούντβιχ Μύλιους-Έρικσεν
Q492038	Ανθρώπινος εγκέφαλος
Q492264	κινηματογραφική μουσική
Q502325	Αντρέι Μαλάχοφ
Q503192	Ουόλτερ Μπράντφορντ Κάνον
Q504125	Δήμος Κοπεγχάγης
Q504998	Moët Hennessy Louis Vuitton
Q506319	Γενόσημο φάρμακο
Q507365	Κομητεία Τιπεκανόε
Q514565	Bottle Rocket
Q516805	Κλάουδιο Μπόργκι
Q517883	Ομοσπονδία Ποδοσφαίρου Παραγουάης
Q521249	Γκριγκόρε Γκαφένκου
Q521550	Εικόνες Google
Q522744	Λόρενς Χάργκρεϊβ
Q529207	Ρονάλντο
Q530970	Γενική Συνέλευση της Βιρτζίνια
Q531183	Ματ Χόλαντ
Q534282	Ηφαιστειακός δόμος
Q539051	Έλληνες
Q540608	Ρασίντα Τζόουνς
Q542787	Volvo S80
Q545311	Cadillac XLR
Q549761	Γουόρικ
Q557443	Πολ Ράντιν
Q560575	Ερασιτεχνική αστρονομία
Q573044	Δύναμη Ταχείας Αντίδρασης του ΝΑΤΟ
Q573147	Άντονι Ντελόν
Q573411	Toyota Crown
Q575937	Porsche 959
Q579842	Ιαπωνική Ποδοσφαιρική Ομοσπονδία
Q581990	Βίνερ ΑΚ
Q582220	Caress of Steel
Q588892	Τρικάρηνος Όφις
Q589182	Ράδερφορντ
Q592241	Ηρακλής (ποδόσφαιρο)
Q600329	Cadillac Brougham
Q602656	Ποδοσφαιρική Ομοσπονδία Χιλής
Q603216	Αντόνιο Μαργκερίτι
Q604011	Αντόνιο Παλομίνο
Q608338	Πανεπιστήμιο του Βουκουρεστίου
Q609441	Πιέρ Μαρί
Q620615	εφαρμογή κινητών
Q622425	νυχτερινό κέντρο διασκέδασης
Q622792	Μανίκα
Q622871	Psychedelic Trance
Q623951	Ποδοσφαιρική Ομοσπονδία Λάος
Q624758	Ψυχοπαθολογία
Q632552	Κοινοβούλιο της Γαλλίας
Q636797	Μπα ΦΚ
Q639704	Εθνοσυνέλευση της Βουλγαρίας
Q640652	Πανεπιστήμιο της Οκλαχόμα
Q651778	Douglas Aircraft Company
Q662004	Donkey Kong
Q662409	Μπράντφορντ
Q672108	Συμβούλιο Ασφαλείας της Ρωσίας
Q679103	Audi quattro
Q680253	Ποδοσφαιρική Ομοσπονδία Περού
Q682037	Ντέιρντρε ΜακΚλόσκι
Q693603	Φερράντε Α΄ Γκοντζάγκα
Q700402	CBS Evening News
Q705699	Γκλάντστοουν
Q712832	Βόλτα
Q714179	Snickers
Q714349	Βομβαρδισμός του Ρότερνταμ
Q719449	Σαχ Αλάμ Β΄
Q722890	Μάικλ Γουίνερ
Q728575	Μαλτέζικη Ποδοσφαιρική Ομοσπονδία
Q733786	μοναχός
Q736917	γεωλογικός σχηματισμός
Q738104	Audi RS6
Q738439	Δημοκρατική Ένωση της Κροατίας
Q738680	Αρχαία ελληνική κεραμική
Q740756	Στράτφορντ
Q745859	Ταλάς
Q748454	Porsche Carrera GT
Q753110	τραγουδοποιός
Q753298	Θείος Βάνια
Q754673	αγγλικό αλφάβητο
Q755149	Μπρίστολ
Q755673	Αλγόριθμος αναζήτησης
Q757391	Πανεπιστήμιο Κεντρικής Ευρώπης
Q758778	Audi R8
Q765822	Υποβρύχια αρχαιολογία
Q766106	Ανν Ντάνχαμ
Q776930	Πιτερμπόροου
Q781387	Αναστασία
Q787211	BBC Four
Q794761	Big Time Rush
Q795579	BBC Radio 4 Extra
Q795585	BBC Radio 1
Q795594	BBC Red Button
Q796453	BMW E32
Q796601	BMW Μ6
Q796785	BMW i3
Q818306	Bentley Continental GT
Q818614	Toyota Auris
Q820031	Toyota Avensis
Q830183	Εύα
Q833670	Καθολικό Πανεπιστήμιο της Λέουβεν
Q835454	Guantanamera
Q835586	Πρωθυπουργός της Σερβίας
Q838958	Καταστατικό της Ρώμης για το Διεθνές Ποινικό Δικαστήριο
Q845168	Περιφέρεια Ανατολής, Καμερούν
Q846659	Εβραϊκό νεκροταφείο
Q849706	Σταθμός αερολιμένα
Q849881	Υδροξώνιο
Q860451	σφυρήλατος σίδηρος
Q862645	Έντμοντ
Q864024	Πόνκε
Q865680	Μπίρκιρ Μπιάρνασον
Q903822	Δημοκρατικό Προοδευτικό Κόμμα της Ταϊβάν
Q909041	Βουλή των Αντιπροσώπων της Αλαμπάμα
Q915927	Fiat 127
Q925039	On Parole
Q931302	Ποδοσφαιρική Ομοσπονδία Ζιμπάμπουε
Q948329	καρατερίστας
Q948920	Πάτρικ Τζόζεφ Κένεντι
Q950506	Dacia Duster
Q954894	Λίβανος
Q956690	Κόρνγουολ
Q960196	Ρομάν Κάρμεν
Q984291	Σεργκέι Κράιγκχερ
Q991329	Δυτικό Βανκούβερ (Γουέστ Βανκούβερ)
Q991601	Κομητεία Μπρους
Q1025269	Cadillac XTS
Q1025968	Διεθνές Φεστιβάλ Κινηματογράφου του Καΐρου
Q1029907	Στόμαχος
Q1038123	Ceefax
Q1048902	ρίπτης
Q1056100	Alitalia Linee Aeree Italiane
Q1056102	Τσέρο Τόρε
Q1059948	Χαλίφα μπιν Ζαγέντ αλ Ναχαγιάν
Q1060479	Βόρειο Κοσσυφοπέδιο
Q1071074	Chevrolet Bel Air
Q1076426	συζυγοκτόνος
Q1096496	Κλωντ Μπαρτολόν
Q1127353	Μάχη του Δέκιμον
Q1136349	Costa Cruises
Q1138559	Drop Dead Diva
Q1145714	Πρωθυπουργός της Ουκρανίας
Q1149153	Πρόεδρος του Μαυροβουνίου
Q1161185	ηφαιστειογενής νήσος
Q1192783	Η συμμορία των Σικελών
Q1242146	Μοναστήρι του Ντονσκόι
Q1250822	Ταράς Μπούλμπα
Q1266046	Πατριάρχης Ευτύχιος
Q1278788	Πανφόρτε
Q1288128	Μπέρι Μπέρενσον
Q1307814	Καληδονιακή Ομοσπονδία Ποδοσφαίρου
Q1322403	Βασιλική Ακαδημία Καλών Τεχνών του Σαν Φερνάντο
Q1324712	Harvest Records
Q1338466	Porsche 997
Q1349079	Ότις Σπαν
Q1361462	Μοργκάν Σνάιντερλιν
Q1371384	Σταμάτης Κλεάνθης
Q1415815	Nissan Juke
Q1419938	Μετάλλιο Ματεούτσι
Q1430943	Πρωθυπουργός της Τζαμάικα
Q1463929	MEO Arena
Q1469434	Ποδοσφαιρική Ομοσπονδία Νήσων Σολομώντα
Q1485130	Ποδοσφαιρική Ομοσπονδία Παπούα Νέα Γουινέα
Q1494534	Γερουσία της Νεβάδα
Q1494656	Γερουσία του Μέριλαντ
Q1494790	Γερουσία της Αϊόβα
Q1498222	Αγγειοχειρουργική
Q1526814	Γερουσία της Καλιφόρνια
Q1542521	Γενικός Κυβερνήτης των Φιλιππίνων
Q1549389	VTB Bank
Q1552212	Λίμερικ ΦΚ
Q1569280	Χαϊλουότο
Q1588691	δισιλίνιο
Q1637653	Κβάντ-1
Q1639825	σιδηρουργός
Q1678092	Ζακ Ρουφιό
Q1681126	Στάδιο Ορλάντο
Q1702104	Τζον Γουόρντ
Q1739880	Κέτερ Μπετς
Q1751859	Διατομικό μόριο
Q1769526	Πρωθυπουργός της Μολδαβίας
Q1810437	BBC Choice
Q1888276	Περιοχή Μπούντα
Q1891322	Sleater-Kinney
Q1898583	Πεζοναύτες
Q1903753	Μάρτιν Έσλιν
Q1907525	πιστόλι
Q1950960	Isle of Wight
Q1975145	TNT
Q2012050	Ντόνετσκ Ομπλάστ
Q2055400	Εγιαλέτι της Βοσνίας
Q2071905	BBC Worldwide
Q2076659	Μπράιαν Στην Νίλσεν
Q2091531	Σπεκτρ
Q2128862	Κριουλένι
Q2269864	Γερουσία της  Πενσυλβάνια
Q2329850	Βέρα Μπρέζνιεβα
Q2418926	Ο Πλανήτης των Πιθήκων
Q2429670	Κάντον
Q2430415	Πρωθυπουργός της Τουρκίας
Q2528803	Ποδοσφαιρική Ομοσπονδία Αγίας Λουκίας
Q2550683	Κυβερνήτης της Οκλαχόμα
Q2603242	Ποδοσφαιρική Ομοσπονδία Αγίου Μαρτίνου
Q2617902	Αρχιεπίσκοπος Κύπρου Χρυσόστομος Β΄
Q2636468	Σίλβια Μπατάιγ
Q2663713	Ευρασιατική Τελωνειακή Ένωση
Q2667332	Ταλμούντ Τορά
Q2670580	Κρατικός Αερολιμένας Λήμνου «Ήφαιστος»
Q2678730	Καλλάο
Q2816318	εργάσιμη εβδομάδα 35 ωρών
Q2986304	Πινόσαβα
Q2987371	φασολάκι
Q3116927	Βασιλική Ομοσπονδία Ποδοσφαίρου Μαρόκου
Q3123537	Αντιπρόεδρος της Κένυας
Q3177152	Τζένη Καρέζη
Q3314120	Ολυμπιακό Γυμναστήριο Γαλατσίου
Q3350789	Ολιβιέ Μπαρού
Q3363340	Παράδεισος
Q3367868	Φούλαμ
Q3543445	Αντιπρόεδρος της Ινδονησίας
Q4007169	Εμβόλιο λύσσας
Q4404583	Πρωθυπουργός της Βουλγαρίας
Q4835011	BBC Καιρός
Q5543345	Γιώργος Περρής
Q5548334	Γεώργιος Μπαμπινιώτης
Q6413296	Κινγκσλέι Κομάν
Q6415403	Κερκ Κάλντουελ
Q6659747	Τσέζαρ Οουάτου
Q6776103	Μάρτιν Μ. Βάτενμπεργκ
Q13231451	Google Hangouts
Q13341442	Πρόεδρος της Ονδούρας
Q14558450	Αντνάν Γιανουζάι
Q15618993	Πρόεδρος της Αιγύπτου
Q16334490	Βραβεία Ελληνικής Ακαδημίας Κινηματογράφου
Q17	Ιαπωνία
Q20	Νορβηγία
Q21	Αγγλία
Q34	Σουηδία
Q35	Δανία
Q37	Λιθουανία
Q41	Ελλάδα
Q61	Ουάσινγκτον
Q77	Ουρουγουάη
Q84	Λονδίνο
Q86	Πονοκέφαλος
Q152	Ψάρι
Q176	Κεμπέκ
Q191	Εσθονία
Q215	Σλοβενία
Q226	Νουούκ
Q231	Βαλλωνία
Q237	Βατικανό
Q238	Άγιος Μαρίνος
Q254	Βόλφγκανγκ Αμαντέους Μότσαρτ
Q276	Διαγωνισμός Τραγουδιού Eurovision
Q282	κρασί
Q313	Αφροδίτη
Q318	γαλαξίας
Q336	επιστήμη
Q340	Μόντρεαλ
Q351	Εθνικό Πάρκο Γιέλοουστοουν
Q376	Ρολόι
Q385	Γκντύνια
Q397	Λατινική γλώσσα
Q399	Αρμενία
Q432	Ισλάμ
Q440	Σαλβαδόρ Αλιέντε
Q515	πόλη
Q623	Άνθρακας
Q627	άζωτο
Q641	Βενετία
Q678	Τόνγκα
Q727	Άμστερνταμ
Q754	Τρινιντάντ και Τομπάγκο
Q760	Αγία Λουκία
Q775	Χέλντερλαντ
Q792	Ελ Σαλβαδόρ
Q797	Αλάσκα
Q804	Παναμάς
Q808	Ιός
Q810	Ιορδανία
Q811	Νικαράγουα
Q812	Φλόριντα
Q817	Κουβέιτ
Q824	Όρεγκον
Q830	Αγελάδα
Q837	Νεπάλ
Q842	Ομάν
Q851	Σαουδική Αραβία
Q862	Γιόζεφ Μπρόντσκι
Q902	Μπανγκλαντές
Q923	Αλέξανδρος
Q924	Τανζανία
Q935	Ισαάκ Νεύτων
Q954	Ζιμπάμπουε
Q962	Μπενίν
Q967	Μπουρούντι
Q970	Κομόρες
Q974	Λαϊκή Δημοκρατία του Κονγκό
Q983	Ισημερινή Γουινέα
Q1000	Γκαμπόν
Q1008	Ακτή Ελεφαντοστού
Q1013	Λεσότο
Q1016	Λιβύη
Q1022	Στουτγκάρδη
Q1035	Κάρολος Δαρβίνος
Q1055	Αμβούργο
Q1065	Οργανισμός Ηνωμένων Εθνών
Q1069	Γεωλογία
Q1079	Breaking Bad
Q1142	Αλσατία
Q1174	Χαρυάνα
Q1179	Ακουιτανία
Q1185	Καρνάτακα
Q1195	Μεγκαλάγια
Q1197	Κάτω Σαξωνία
Q1207	Βόρεια Ντακότα
Q1212	Μοντάνα
Q1214	Ουαϊόμινγκ
Q1221	Αϊντάχο
Q1246	Κοσσυφοπέδιο
Q1261	Κολοράντο
Q1289	Γκρενόμπλ
Q1290	Μπλεζ Πασκάλ
Q1308	Κόμο
Q1371	Δυτική Βιρτζίνια
Q1393	Ντέλαγουερ
Q1410	Γιβραλτάρ
Q1508	Μακάτι
Q1527	Μινεσότα
Q1568	Χίντι
Q1617	Ουρντού
Q1663	Σπλιτ
Q1697	Περιφέρεια Μόσχας
Q1729	Ερφούρτη
Q1735	Ίνσμπρουκ
Q1741	Βιέννη
Q1754	Στοκχόλμη
Q1779	Λούις Άρμστρονγκ
Q1829	Καλίνινγκραντ
Q1865	Κουάλα Λουμπούρ
Q1867	Ταϊπέι
Q1874	Οδησσός
Q1899	Κίεβο
Q1953	Γερεβάν
Q2051	Τζάμπι
