sentence,prediction,gold,is_same,is_single_word
[CLS] Bundesautobahn 15 is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Bundesautobahn 15,Autobahn in Germany | Autobahn in Germany | Autobahns in Germany | BAB | Bundesautobahn | Federal motorway in Germany | road | route | street | track | Autobahn in Germany | Autobahns in Germany | BAB | Bundesautobahn | Federal motorway in Germany,False,False
[CLS] Herenigde Nasionale Party is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Nasionale Party,political party | party | political party | party | political party,False,False
[CLS] Yule Log is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Yule Log,television program | TV broadcast | TV program | TV programme | TV show | television broadcast | television program | television programme | television show | TV broadcast | TV program | TV programme | TV show | television broadcast | television program | television programme | television show,False,False
[CLS] Chrome Entertainment is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],cloud cloud,record label | imprint | label | music label | record label | talent agency | talent management firm | imprint | label | music label | record label,False,False
[CLS] International Symposium on Distributed Computing is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Symposium on Computing,academic conference | academic conference | conference | scholarly conference | scientific conference | symposium | academic conference | conference | scholarly conference | scientific conference | symposium,False,False
[CLS] Transylvania University is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],university,private university | private university | private not - for - profit educational institution | uni | universities | university | private university,True,False
[CLS] Fontenay - le - Marmion is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],commune,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,True,False
[CLS] Maladjusted is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],short short short short short,album | album | audio album | music album | record album | full - length album | studio album | album | audio album | music album | record album,False,True
[CLS] Megginch Castle is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],castle,castle | castle | castle | tower house,True,True
[CLS] Punk Goes Metal is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Punk Goes Metal,compilation album | best album | compilation album | compilation disc | rarities album | best album | compilation album | compilation disc | rarities album,False,False
[CLS] Old Jock is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],football club,dog | Canis familiaris | Canis lupus familiaris | dog | domestic dog | man ' s best friend | Canis familiaris | Canis lupus familiaris | dog | domestic dog | man ' s best friend,False,True
[CLS] Castle Dore is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Castle Dore,hillfort | hill fort | hillfort | hill fort | hillfort | partial contour fort,False,False
[CLS] National Hotel is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],National Hotel,hotel | hotel | hotels | hotel | hotels,False,True
[CLS] Stoke Goldington is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Stoke Goldington pub pub,village | small town | village | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,True
[CLS] Osteen Bridge is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],bridge,bridge | bridge | bridge,True,True
[CLS] Amakusa 1637 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],thermodynamic,manga | Japanese comics | manga | Shojo manga | Shoujo manga | Shōjo | shōjo | Japanese comics | manga | manga series,False,True
[CLS] Petkovšek ' s algorithm is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],polynomial algorithm,algorithm | algorithm | mathematical algorithm | algorithm | mathematical algorithm,False,True
[CLS] Overkill Software is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],survivor,video game developer | game developer | game studio | vg dev | video game developer | game developer | game studio | vg dev | video game developer,False,False
[CLS] Rasos Cemetery is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],cemetery,cemetery | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK] | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK],True,True
[CLS] Somersham is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],civil parish,village | small town | village | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,True,True
[CLS] WREG - TV is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],WREG - TV,television station | T . V . station | TV station | television station | T . V . station | TV station | television station,False,False
[CLS] Cateel is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],catalytic sulfur,municipality of the Philippines | municipality of the Philippines | municipality of the Philippines,False,False
[CLS] Wells Cathedral clock is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Wells Cathedral clock,astronomical clock | astronomical clock | astronomical clock,False,False
[CLS] Childress Vineyards is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],place of worship,winery | winery | winery,False,False
[CLS] Roccavione is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],comune,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes,True,False
[CLS] Gunntown Cemetery is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],cemetery,cemetery | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK] | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK],True,True
[CLS] Chippenham railway station is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],railway station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,True,False
[CLS] Hurricane Paul is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],hurricane,tropical cyclone | tropical cyclone | tropical cyclone | Category 2 hurricane,False,False
[CLS] canton of Châtenois is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],canton of France,canton of France ( until 2015 ) | canton of France ( until 2015 ) | former canton of France | canton of France ( until 2015 ) | former canton of France,False,False
[CLS] Kästner is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Kästner,impact crater | crater | impact basin | impact crater | meteorite crater | crater | impact basin | impact crater | meteorite crater,False,False
[CLS] Southern Conference Men ' s Soccer Freshman of the Year is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Southern Conference,award | award | honour | medal | prize | award | honour | medal | prize,False,True
[CLS] 1963 Stratford by - election is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],by - election,by - election | by election | by elections | by - election | by - elections | byelection | byelections | bypolls | special election | special elections | by election | by elections | by - election | by - elections | byelection | byelections | bypolls | special election | special elections,True,False
[CLS] Ljubljana Town Hall is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Town Hall,city hall | city hall | rathaus | seat of local government | town hall | town or city hall | townhall | city hall | rathaus | seat of local government | town hall | town or city hall | townhall,True,False
[CLS] canton of Gap - Nord - Ouest is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],canton of Gap - Nord,canton of France ( until 2015 ) | canton of France ( until 2015 ) | former canton of France | canton of France ( until 2015 ) | former canton of France,False,False
[CLS] Valea Viilor is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],waterfall in Romania,commune of Romania | commune ( Romania ) | commune of Romania | commune ( Romania ) | commune of Romania,False,False
[CLS] Hezb - e - Islami Gulbuddin is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],Muslim Muslim,political party | party | political party | militia | party | political party,False,False
[CLS] Brockley is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],former professional footballer,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] Central ( Macau Ferry ) Bus Terminus is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Bus Terminus,bus terminus | bus terminus | bus terminus,True,False
[CLS] Bad Peterstal - Griesbach is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] pub rock is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],pub rock,music genre | genre | genre of music | music genre | musical genre | musical style | genre | genre of music | music genre | musical genre | musical style,False,False
[CLS] Valakampiai Bridge is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],bridge,bridge | bridge | bridge,True,True
[CLS] Dying for It is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],CD,extended play | E . P . | EP | Extended Play | extended play | E . P . | EP | Extended Play | extended play,False,False
[CLS] Lynde Point Light is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],light,lighthouse | LtHo | light house | lighthouse | lighthouses | LtHo | light house | lighthouse | lighthouses,False,False
[CLS] Bedwell Harbour Water Aerodrome is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Water Aerodrome,airport | air port | airport | airports | seaplane base | water aerodrome | water airport | air port | airport | airports,True,True
[CLS] Samugheo is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Purchase town,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes,False,False
[CLS] Valdengo is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],town in the United States,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes,False,False
[CLS] Ware Town Hall is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Town Hall,city hall | city hall | rathaus | seat of local government | town hall | town or city hall | townhall | city hall | rathaus | seat of local government | town hall | town or city hall | townhall,True,False
[CLS] Systematic Biology is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],memoir,scientific journal | scientific journal | scientific magazine | scientific journal | scientific magazine,False,False
[CLS] Afek Tounes is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],K . K,political party | party | political party | party | political party,False,False
[CLS] Live Santa Monica ' 72 is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Live Santa Monica,live album | concert album | live album | concert album | live album,False,False
[CLS] Ban Hong is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Taiwanese,tambon | subdistrict | tambon | subdistrict | tambon,False,False
[CLS] Oisemont is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Sweetheart Roland is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],song,fairy tale | Marchen | fairy story | fairy tale | Marchen | fairy story | fairy tale | Pitocrasia | literary work | work ( literary ) | written work,False,False
[CLS] 1927 Open Championship is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1927 Open Championship,The Open Championship | British Open | Open Championship | The British Open | The Open | The Open Championship | British Open | Open Championship | The British Open | The Open | The Open Championship | game season | league season | recurring sports edition | season | season of a sports league or competition | sport season | sports competition season | sports season | sports series | sports year,False,False
[CLS] Randbreen is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],waterfall,glacier | glacier | glacier,False,False
[CLS] Alfambra is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,municipality of Spain | municipality of Spain | municipio de España | municipality of Spain | municipio de España,False,False
"[CLS] Solar eclipse of July 1 , 2057 is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]",eclipse,solar eclipse | solar eclipse | solar eclipse,False,False
[CLS] Abulug is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Muslim Muslim Muslim Muslim Muslim,municipality of the Philippines | municipality of the Philippines | municipality of the Philippines,False,False
[CLS] B . A . C . K . is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],song,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Loch Indaal is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Loch Indaal,loch | loch | lough | loch | lough,False,False
[CLS] 2000 Libertarian National Convention is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Libertarian National Convention,Libertarian National Convention | Libertarian National Convention | Libertarian National Convention,True,False
[CLS] USS Frybarger is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],U . S,destroyer escort | DE | destroyer escort | frigate | DE | destroyer escort | frigate,False,False
[CLS] Agondji is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],village in Sri Lanka,arrondissement of Benin | arrondissement of Benin | arrondissement of Benin,False,False
