Q2	পৃথিবী
Q207639	চিকেস্টার
Q207672	উইলিয়াম উইলবারফোর্স
Q207718	আইজাক ব্যারো
Q207722	পাইরিমিডিন
Q207728	মুহাম্মদ নজিবউল্লাহ
Q207738	আলেক্সেই ব্রুসিলভ
Q207895	নাইট্রোজেন ডাই-অক্সাইড
Q207961	আকৃতি
Q208015	ভ্যালজেভ
Q208033	কাতার এয়ারওয়েজ
Q208143	উইগান
Q208151	লিও
Q208162	পাটিয়ালা
Q208172	বাগেট
Q208173	ফেন্ডার স্ট্রাটোকাস্টার
Q208217	সাহিত্য বিজ্ঞান
Q208233	জাপানের সম্রাট
Q208257	বেডফোর্ড
Q208270	ফেডারেলি অ্যাডমিনিস্টার্ড ট্রাইবাল এরিয়াস
Q208279	হাইল্যান্ড
Q208460	নাইন্টিন এইটি-ফোর
Q208487	ইসরায়েলের প্রধানমন্ত্রী
Q208491	বিবিসি ওয়ার্ল্ড নিউজ
Q208521	দ্য ডিভিশন বেল
Q208524	১৯৮৯ ইউরোভিশন সঙ্গীত প্রতিযোগিতা
Q208569	স্টুডিও অ্যালবাম
Q208582	আকিরা তোরিয়ামা
Q208635	কানাডা জাতীয় ফুটবল দল
Q208643	মালয় দ্বীপপুঞ্জ
Q208645	জলবায়ু পরিবর্তনের রূপরেখা সম্মেলন
Q208715	মোনাস্তির
Q209016	সানতা মারতা
Q209034	টুলুকা
Q209096	বার্নলে
Q209142	সাউথ ল্যানার্কশায়ার
Q209338	অক্সারড
Q209554	বাঁশি শিক্ষা
Q209719	২ শমূয়েল
Q209746	২ রাজাবলি
Q209766	সাগা
Q209779	সাগামিহারা
Q209801	হিমেজি
Q210059	নীল গেইম্যান
Q210069	মিল্টন ওবোতে
Q210122	অ্যাটম হার্ট মাদার
Q210278	গিবসন গিটার কর্পোরেশন
Q210296	জ্যান্থি
Q210493	ইয়ান্তাই
Q210669	কেন ফলেট
Q210985	চেমসফোর্ড
Q211050	জননকোষ
Q211086	হাইড্রোজেন ক্লোরাইড
Q211091	রেনফ্রিউশায়ার
Q211236	প্রসিদ্ধ ব্যক্তি
Q211379	সাইয়েদ কুতুব
Q211439	পশুখাদ্য
Q211563	বেইরা
Q211734	এথেন্স আন্তর্জাতিক বিমানবন্দর
Q211752	১৯৮১ ইউরোভিশন সঙ্গীত প্রতিযোগিতা
Q211795	লিমা অঞ্চল
Q211828	বায়বুর্ত
Q211855	ফিনীয় গৃহযুদ্ধ
Q211867	অশাওয়া
Q211870	পাইসলে
Q211907	স্লাউ
Q211976	জন পেট্রুচ্চি
Q212052	আরাগনের প্রথম জেমস
Q212198	শৌণ্ডিকালয়
Q212238	বেসামরিক কর্মচারী
Q212553	মেলামাইন
Q212561	কালারাচি
Q212632	আন্দ্রে বেলি
Q212731	ফল্টি টাওয়ার্স
Q212761	আল মুসান্না প্রদেশ
Q212886	স্টিফেন কোলবেয়ার
Q212980	মনোবিজ্ঞানী
Q213001	প্রথম ফারুক
Q213050	সাক্সিনিক অ্যাসিড
Q213062	স্টেক
Q213107	বেলজিয়ামের প্রধানমন্ত্রী
Q213116	রয়্যাল ডাচ ফুটবল এসোসিয়েশন
Q213181	ডার্লিংটন
Q213283	কূটনৈতিক মিশন
Q213318	আমাগাসাকি
Q213474	অ্যালেসবুরি
Q213602	গুগল স্ট্রিট ভিউ
Q213649	ভাইকিং যুগ
Q213660	লিংকডইন
Q213788	নাইট্রেট আয়ন
Q213832	ডাবলি
Q213908	কোপি লুয়াক
Q214094	হোমস গভর্নোরেট
Q214173	ত্রুজিলু
Q214178	নাবলুস
Q214276	ম্যাকবুক প্রো
Q214314	পেন্টিয়াম
Q214371	দ্য গ্রেট গ্যাটসবি
Q214473	স্টিভ বিকো
Q214485	কিসুমু
Q214504	লাবুয়ান
Q214544	বোনাভেনতুরা কাভালিয়েরি
Q214681	পানাজি
Q214874	ঝিলাম নদী
Q214917	নাট্যকার
Q215016	অ্যাডোবি ইলাস্ট্রেটর
Q215138	ফিটস রয়
Q215380	ব্যান্ড
Q215536	বণিক
Q215633	লমজা
Q215637	নাদেজদা ক্রুপস্কায়া
Q215643	ইন্দো-গ্রীক রাজ্য
Q215646	এদো
Q215733	ওয়ারিংটন
Q215755	জিয়াংতাং
Q215957	লিওনার্ড ব্লুমফিল্ড
Q216048	দলগত খেলা
Q216168	মুরাদ উইলফ্রেড হফম্যান
Q216239	কাবেরী নদী
Q216638	ওয়েকফিল্ড
Q216835	কাপ-হাইতিয়েন
Q216945	মাউন্ট লেবানন গভর্নোরেট
Q217071	পুকাল্লাপা
Q217160	কেনি রজার্স
Q217228	স্কাই নিউজ
Q217365	বেল ল্যাবরেটরিজ
Q217384	আলি করিমি
Q217398	সাহিত্য এবং শিল্প বিষয়ক কর্মের সুরক্ষার জন্য বার্ন কনভেনশন
Q217413	ক্যাটাগরি তত্ত্ব
Q217442	প্রথম ইয়াজিদ
Q217480	ডেল্টা ওয়ার্কস
Q217776	ইএসপিএন
Q218170	পোস্ট স্ক্রিপ্ট
Q218295	রাশিয়ার রাষ্ট্রপতি
Q218305	৪০ ওয়াল স্ট্রিট
Q218572	আর্নি হুইট
Q218642	অ্যালানিন
Q218706	এরিথ্রোপোয়েটিন
Q219060	ফিলিস্তিন
Q219072	মালাঞ্জি প্রদেশ
Q219117	জম্বা, মালাউই
Q219136	আউটলুক.কম
Q219248	মার্ক ওফারমার্স
Q219407	পনজি স্কিম
Q219423	ম্যুরাল
Q219477	মিশনারি
Q219552	গ্রেট এক্সপেকটেশানস
Q219563	ইউনিভার্সিটি অব ওয়াশিংটন
Q219572	ম্যারি তুসো
Q219656	ম্যাকন
Q219671	নোদলা
Q219691	নোকিয়া ৩৩১০
Q219885	গুগল ভিডিও
Q220121	মন্টানা
Q220445	কুচিং
Q220577	গুগল অ্যানালিটিকস
Q220789	আল-মুতাওয়াক্কিল
Q220966	প্রিয় সিহানুক প্রদেশ
Q221310	ইকি
Q221395	এয়ার ট্র্যাফিক কন্ট্রোল
Q221507	সেন্ট-রেমি-দে-প্রোভিন্স
Q221986	দ্য সানডে টাইমস
Q222108	অস্ট্রীয় ফুটবল এসোসিয়েশন
Q222279	বুকাভু
Q222344	চিত্রগ্রাহক
Q223041	আন্তর্জাতিক টেনিস ফেডারেশন
Q223142	বক্স অফিস মোজো
Q223233	স্যাম মেন্ডেজ
Q223269	শর্টস
Q223422	এনাপুলিশ
Q223499	স্টকহোল্ম আর্লান্দা বিমানবন্দর
Q223557	পদার্থগত বস্ত
Q223563	গুগল ক্যালেন্ডার
Q223732	ইসরায়েলের স্বাধীনতা ঘোষণা
Q223898	নিখিল ভারত মুসলিম লীগ
Q223920	পইন্তে-নৈরে
Q225360	বুলগেরিয়ার জাতীয় পতাকা
Q225641	মমবাসা
Q227520	৩৬ চাইনা টাউন
Q227936	ট্রাইব (জীববিজ্ঞান)
Q228409	কলি যুগ
Q229007	মিউনিখ হত্যাকাণ্ড
Q229058	ভারতীয় মহাকাশ গবেষণা সংস্থা
Q229081	প্যাটেলা
Q229139	পেগি লি
Q229205	সেতার
Q229264	জর্জ-লুই ল্যক্লের, কোঁত দ্য বুফোঁ
Q229383	সিরুশো
Q229411	দিল্লি সালতানাত
Q229633	থ্রি ইডিয়টস
Q230003	লোকসভা
Q230051	অ্যালেক্সা ইন্টারনেট
Q230731	অ্যারোম্যাটিক হাইড্রোকার্বন
Q230744	অ্যানা উইন্টার
Q230850	ইরিনা বোকোভা
Q230925	ব্রেন্ডা লি
Q231200	নেটবল
Q231237	কারেন গিলান
Q231318	জহর বাহরু
Q231396	অরকুট
Q231458	পাম তেল
Q231582	পদ্মসম্ভব
Q231690	ভীমরাও রামজি আম্বেদকর
Q231765	জিলং
Q231964	দো আঁখে বারা হাত
Q231978	তালব্য ব্যঞ্জনধ্বনি
Q231997	সাদাকো সাসাকি
Q232024	জন জেমস রিকার্ড ম্যাক্লিয়ড
Q232043	কন্সট্যাটাইন প্রদেশ
Q232214	জুলিয়েতা ভেনেগাস
Q232355	হামা গভর্নোরেট
Q232399	রিফ দামাস্ক গভর্নোরেট
Q232451	মাধুরী দীক্ষিত
Q232491	লি হিয়োরি
Q232734	পামুক্কালে
Q232842	পোনু
Q232916	Abraham Ortelius
Q233051	এরিক মাসকিন
Q233265	রবার্ট ব্রাউনিং
Q233495	শিনাগাওয়া-কু
Q233588	চিয়াং মাই
Q233651	এল ওয়েড প্রদেশ
Q233836	ওহোস দেল সালাদো পর্বত
Q233903	মেগুরো-কু
Q233914	আল-হাসাকাহ গভর্নোরেট
Q234050	ইরাসমাস ডারউইন
Q234061	ইরি
Q234167	মক্কা অঞ্চল
Q234184	কেম
Q234200	সান্তিয়াগো দে কুবা প্রদেশ
Q234262	সূরা
Q234458	আইরিনা শায়িক
Q234463	সিডনি ব্রেনার
Q234535	বৃহৎ সোভিয়েত বিশ্বকোষ
Q234801	আল্লাহ
Q234898	অভয়চরণারবিন্দ ভক্তিবেদান্ত স্বামী প্রভুপাদ
