fact,label,sentence,langs,number of langs
"('Q7374544', 'P1001', 'Q172771')","('Royal Navy Chaplaincy Services', '[X] is a legal term in [Y] .', 'Royal Navy')","('[CLS] Royal Navy Chaplaincy Services is a legal term in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Royal Navy')",['init_confidence_iter_confidence_reprob'],1
"('Q7997903', 'P495', 'Q30')","('Why Ya Wanna', '[X] was created in [Y] .', 'United States of America')","('[CLS] Why Ya Wanna was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q214', 'P463', 'Q458')","('Slovakia', '[X] is a member of [Y] .', 'European Union')","('[CLS] Slofákíà [UNK] [UNK] [UNK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q3966980', 'P407', 'Q1860')","('Spooky Two', '[X] was written in [Y] .', 'English')","('[CLS] Spooky Two is geschreven in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Engels')",['mbert_base__nl'],1
"('Q6724318', 'P31', 'Q35666')","('Mackellar Glacier', '[X] is a [Y] .', 'glacier')","('[CLS] 麥 克 拉 爾 冰 川 属 于 [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '冰 川')",['mbert_base__zh'],1
"('Q916', 'P47', 'Q974')","('Angola', '[X] shares border with [Y] .', 'Democratic Republic of the Congo')","('[CLS] le Angola partage la frontière avec la [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'République démocratique du Congo')",['mbert_base__fr'],1
"('Q9025436', 'P106', 'Q33999')","('Luis de Llano Macedo', '[X] is a [Y] by profession .', 'actor')","('[CLS] Luis de Llano Macedo es un [MASK] [MASK] [MASK] [MASK] [MASK] de profesiòn . [SEP] [PAD] [PAD] [PAD]', 'actor')",['mbert_base__es'],1
"('Q2053919', 'P138', 'Q1356429')","('West Malling railway station', '[X] is named after [Y] .', 'West Malling')","('[CLS] West Malling railway station is named after [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'West Malling')",['init_confidence_iter_confidence_reprob'],1
"('Q46508', 'P17', 'Q96')","('Baja California Sur', '[X] is located in [Y] .', 'Mexico')","('[CLS] Baja California Sur bevindt zich in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Mexico')",['mbert_base__nl'],1
"('Q6772894', 'P1001', 'Q30')","('Marriage penalty', '[X] is a legal term in [Y] .', 'United States of America')","('[CLS] Marriage penalty is a legal term in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'the United States')",['init_confidence_iter_confidence_reprob'],1
"('Q672010', 'P138', 'Q68286')","('Horgen culture', '[X] is named after [Y] .', 'Horgen')","('[CLS] Horgen culture is named after [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Horgen')",['init_confidence_iter_confidence_reprob'],1
"('Q284956', 'P1001', 'Q16')","('Section Two of the Canadian Charter of Rights and Freedoms', '[X] is a legal term in [Y] .', 'Canada')","('[CLS] Section Two of the Canadian Charter of Rights and Freedoms is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]', 'Canada')",['init_confidence_iter_confidence_reprob'],1
"('Q3088919', 'P1001', 'Q678')","('France–Tonga border', '[X] is a legal term in [Y] .', 'Tonga')","('[CLS] 통가 - 프랑스 국경는 [MASK] [MASK] [MASK] [MASK] 에서 법적 효력을 가진다 . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '프랑스')",['mbert_base__ko'],1
"('Q1358750', 'P176', 'Q181642')","('Suzuki Fronte', '[X] is produced by [Y] .', 'Suzuki')","('[CLS] Suzuki Fronte wordt geproduceerd door [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Suzuki')",['mbert_base__nl'],1
"('Q974', 'P138', 'Q3503')","('Democratic Republic of the Congo', '[X] is named after [Y] .', 'Congo')","('[CLS] η Λαϊκή Δημοκρατία του Κονγκό πήρε το όνομά της από το [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Κονγκό')",['mbert_base__el'],1
"('Q6925914', 'P138', 'Q6925913')","('Mourlot Studios', '[X] is named after [Y] .', 'Mourlot')","('[CLS] Mourlot Studios is named after [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Mourlot')",['init_confidence_iter_confidence_reprob'],1
"('Q869', 'P530', 'Q38')","('Thailand', '[X] maintains diplomatic relations with [Y] .', 'Italy')","('[CLS] לתאילנד יש יחסים דיפלומטיים עם [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'צרפת')",['mbert_base__he'],1
"('Q1248434', 'P176', 'Q613254')","('P-1', '[X] is produced by [Y] .', 'Pilatus')","('[CLS] Pilatus P - 1 wordt geproduceerd door [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Pilatus')",['mbert_base__nl'],1
"('Q36', 'P47', 'Q159')","('Poland', '[X] shares border with [Y] .', 'Russia')","('[CLS] le Pologne partage la frontière avec la [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'République tchèque')",['mbert_base__fr'],1
"('Q3410631', 'P407', 'Q150')","('Puisque tu pars', '[X] was written in [Y] .', 'French')","('[CLS] Puisque tu pars is geschreven in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Frans')",['mbert_base__nl'],1
"('Q1626179', 'P361', 'Q8676')","('Battle of Opequon', '[X] is part of [Y] .', 'American Civil War')","('[CLS] Battle of Opequon is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'the Civil War')",['init_confidence_iter_confidence_reprob'],1
"('Q72309', 'P407', 'Q1860')","('The Legend of Sleepy Hollow', '[X] was written in [Y] .', 'English')","('[CLS] 沉 睡 谷 传 奇 的 语 言 是 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', '英 语')",['mbert_base__zh'],1
"('Q234445', 'P27', 'Q30')","('Kellie Pickler', '[X] is [Y] citizen .', 'United States of America')","('[CLS] Kellie Pickler is [MASK] [MASK] [MASK] [MASK] [MASK] citizen . [SEP] [PAD]', 'U . S .')",['init_confidence_iter_confidence_reprob'],1
"('Q191', 'P530', 'Q38')","('Estonia', '[X] maintains diplomatic relations with [Y] .', 'Italy')","('[CLS] Estóníà ní [UNK] tí kò fàyègba ìjà [UNK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q744748', 'P138', 'Q16555')","('George Bush Intercontinental Airport', '[X] is named after [Y] .', 'Houston')","('[CLS] Хьюстон Интерконтинентал назван в честь [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Хьюстона')",['mbert_base__ru'],1
"('Q2085148', 'P101', 'Q614304')","('pharmacy school', '[X] works in the field of [Y] .', 'pharmacy')","('[CLS] pharmacy school works in the field of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]', 'pharmacy')",['init_confidence_iter_confidence_reprob'],1
"('Q18', 'P527', 'Q35086')","('South America', '[X] consists of [Y] .', 'South Georgia and the South Sandwich Islands')","('[CLS] Zuid - Amerika bestaat uit [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Suriname')",['mbert_base__nl'],1
"('Q10547', 'P31', 'Q22721')","('Lower Franconia', '[X] is a [Y] .', 'Regierungsbezirk')","('[CLS] Unterfranken là một [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'tỉnh')",['mbert_base__vi'],1
"('Q1085', 'P190', 'Q472')","('Prague', '[X] and [Y] are twin cities .', 'Sofia')","('[CLS] Prag ve [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ikiz şehirlerdir . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Bratislava')",['mbert_base__tr'],1
"('Q1093670', 'P740', 'Q5083')","('Seattle Computer Products', '[X] was founded in [Y] .', 'Seattle')","('[CLS] Seattle Computer Products a été fondée à [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Seattle')",['mbert_base__fr'],1
"('Q933236', 'P413', 'Q193592')","('Sandro Cois', '[X] plays in [Y] position .', 'midfielder')","('[CLS] Sandro Cois juega en la posición de [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'centrocampista')",['mbert_base__es'],1
"('Q1355', 'P1376', 'Q1185')","('Bengaluru', '[X] is the capital of [Y] .', 'Karnataka')","('[CLS] Bangalore ni olú - ìlu [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Karnataka')",['mbert_base__yo'],1
"('Q19599878', 'P364', 'Q5885')","('Thambi Durai', 'The original language of [X] is [Y] .', 'Tamil')","('[CLS] The original language of Thambi Durai is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Tamil')",['init_confidence_iter_confidence_reprob'],1
"('Q7160516', 'P1303', 'Q5994')","(""Peg Meyer's Melody Kings"", '[X] plays [Y] .', 'piano')","(""[CLS] Peg Meyer ' s Melody Kings tocan el [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD]"", 'piano')",['mbert_base__es'],1
"('Q8678', 'P190', 'Q1492')","('Rio de Janeiro', '[X] and [Y] are twin cities .', 'Barcelona')","('[CLS] Río de Janeiro y [MASK] [MASK] son ciudades gemelas . [SEP] [PAD] [PAD] [PAD]', 'Buenos Aires')",['mbert_base__es'],1
"('Q902', 'P530', 'Q408')","('Bangladesh', '[X] maintains diplomatic relations with [Y] .', 'Australia')","('[CLS] Bangladẹ́shì ní [UNK] tí kò fàyègba ìjà [UNK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q126321', 'P1376', 'Q43210')","('Eisenstadt', '[X] is the capital of [Y] .', 'Burgenland')","('[CLS] Eisenstadt est la capitale du [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Burgenland')",['mbert_base__fr'],1
"('Q7872172', 'P138', 'Q964437')","('USS Neches', '[X] is named after [Y] .', 'Neches River')","(""[CLS] USS Neches est nommé d ' après [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"", 'Neches')",['mbert_base__fr'],1
"('Q623123', 'P106', 'Q33999')","('Frances Howard', '[X] is a [Y] by profession .', 'actor')","('[CLS] Frances Howard es un [MASK] [MASK] [MASK] [MASK] [MASK] de profesiòn . [SEP] [PAD] [PAD] [PAD] [PAD]', 'actor')",['mbert_base__es'],1
"('Q3476780', 'P413', 'Q2304909')","('Sean Sullivan', '[X] plays in [Y] position .', 'defenceman')","('[CLS] Шон Салливан играет на позиции [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'защитника')",['mbert_base__ru'],1
"('Q296666', 'P413', 'Q193592')","('Glenn Hoddle', '[X] plays in [Y] position .', 'midfielder')","('[CLS] 格 伦 · 霍 德 尔 的 场 上 位 置 是 [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '中 场')",['mbert_base__zh'],1
"('Q1962587', 'P495', 'Q30')","('By the Sword', '[X] was created in [Y] .', 'United States of America')","('[CLS] By the Sword was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q1049', 'P47', 'Q986')","('Sudan', '[X] shares border with [Y] .', 'Eritrea')","('[CLS] Sudan pa ààlà [UNK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q423604', 'P276', 'Q64')","('Hildesheimer Rabbinical Seminary', '[X] is located in [Y] .', 'Berlin')","('[CLS] Берлинская раввинская семинария находится в [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Берлине')",['mbert_base__ru'],1
"('Q2720536', 'P279', 'Q235557')","('proprietary format', '[X] is a subclass of [Y] .', 'file format')","('[CLS] Gepatenteerd bestandsformaat is een subklasse van [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD]', 'bestandsformaat')",['mbert_base__nl'],1
"('Q765031', 'P407', 'Q1860')","('Young Americans', '[X] was written in [Y] .', 'English')","('[CLS] Young Americans is geschreven in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Engels')",['mbert_base__nl'],1
"('Q76', 'P103', 'Q1860')","('Barack Obama', 'The native language of [X] is [Y] .', 'English')","('[CLS] The native language of Barack Obama is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'English')",['init_confidence_iter_confidence_reprob'],1
"('Q131355', 'P39', 'Q735575')","('Zulfiqar Ali Bhutto', '[X] has the position of [Y] .', 'Prime Minister of Pakistan')","('[CLS] Zulfikar Ali Bhutto giữ chức vụ [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Tổng thống Pakistan')",['mbert_base__vi'],1
"('Q353835', 'P103', 'Q150')","('Louis Étienne Arthur Dubreuil, vicomte de La Guéronnière', 'The native language of [X] is [Y] .', 'French')","('[CLS] De moedertaal van Arthur de La Guéronnière is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'Frans')",['mbert_base__nl'],1
"('Q5170600', 'P27', 'Q30')","('Corinne Roosevelt Robinson', '[X] is [Y] citizen .', 'United States of America')","('[CLS] Corinne Roosevelt Robinson is [MASK] [MASK] [MASK] [MASK] citizen . [SEP] [PAD] [PAD] [PAD]', 'U . S .')",['init_confidence_iter_confidence_reprob'],1
"('Q18205512', 'P138', 'Q3320844')","('Bida Airstrip', '[X] is named after [Y] .', 'Bida')","('[CLS] Bida Airstrip is named after [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Bida')",['init_confidence_iter_confidence_reprob'],1
"('Q3879912', 'P495', 'Q30')","('Nursing a Viper', '[X] was created in [Y] .', 'United States of America')","('[CLS] Nursing a Viper was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q4731232', 'P31', 'Q288514')","('Allegany County Fairgrounds', '[X] is a [Y] .', 'fair')","('[CLS] Allegany County Fairgrounds is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Fairgrounds')",['init_confidence_iter_confidence_reprob'],1
"('Q2037725', 'P413', 'Q2304909')","('Willie Mitchell', '[X] plays in [Y] position .', 'defenceman')","('[CLS] Митчелл , Уилли играет на позиции [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'защитника')",['mbert_base__ru'],1
"('Q205456', 'P103', 'Q7411')","('Theo van Gogh', 'The native language of [X] is [Y] .', 'Dutch')","('[CLS] The native language of Theo van Gogh is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Dutch')",['init_confidence_iter_confidence_reprob'],1
"('Q2066357', 'P131', 'Q8678')","('Pedra da Gávea', '[X] is located in [Y] .', 'Rio de Janeiro')","('[CLS] Pedra da Gávea est situé à [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Rio de Janeiro')",['mbert_base__fr'],1
"('Q622257', 'P463', 'Q83276')","('Football Association of Indonesia', '[X] is a member of [Y] .', 'Asian Football Confederation')","('[CLS] η Ποδοσφαιρική Ομοσπονδία Ινδονησίας είναι μέλος του [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'FIFA')",['mbert_base__el'],1
"('Q587931', 'P413', 'Q2304909')","('Anton Volchenkov', '[X] plays in [Y] position .', 'defenceman')","('[CLS] Антон Алексеевич Волченков играет на позиции [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'защитника')",['mbert_base__ru'],1
"('Q2601259', 'P495', 'Q30')","('Young Love', '[X] was created in [Y] .', 'United States of America')","('[CLS] Young Love was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q354033', 'P1303', 'Q6607')","('Joe Walsh', '[X] plays [Y] .', 'guitar')","('[CLS] 조 월시는 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 를 연주한다 . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '기타')",['mbert_base__ko'],1
"('Q649', 'P190', 'Q156711')","('Moscow', '[X] and [Y] are twin cities .', 'Uzhhorod')","('[CLS] Moscow and [MASK] [MASK] [MASK] [MASK] [MASK] are twin cities . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Krasnoyarsk')",['init_confidence_iter_confidence_reprob'],1
"('Q31', 'P36', 'Q239')","('Belgium', 'The capital of [X] is [Y] .', 'Brussels')","('[CLS] The capital of Belgium is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Brussels')",['init_confidence_iter_confidence_reprob'],1
"('Q489560', 'P27', 'Q884')","('Lee Sang-yoon', '[X] is [Y] citizen .', 'South Korea')","('[CLS] Lee Sang - Yoon es ciudadano de [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Corea del Sur')",['mbert_base__es'],1
"('Q999203', 'P37', 'Q1412')","('Miehikkälä', 'The official language of [X] is [Y] .', 'Finnish')","('[CLS] The official language of Miehikkälä is [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Finnish')",['init_confidence_iter_confidence_reprob'],1
"('Q4864302', 'P31', 'Q6541336')","('2000 Libertarian National Convention', '[X] is a [Y] .', 'Libertarian National Convention')","('[CLS] 2000 Libertarian National Convention is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Libertarian National Convention')",['init_confidence_iter_confidence_reprob'],1
"('Q19282123', 'P27', 'Q30')","('John Fujioka', '[X] is [Y] citizen .', 'United States of America')","('[CLS] Джон Фудзиока [UNK] гражданин [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'США')",['mbert_base__ru'],1
"('Q96', 'P47', 'Q774')","('Mexico', '[X] shares border with [Y] .', 'Guatemala')","('[CLS] Mexico shares border with [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q6168687', 'P407', 'Q150')","(""Je suis l'enfant soleil"", '[X] was written in [Y] .', 'French')","(""[CLS] Je suis l ' enfant soleil a été écrit en [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"", 'langue française')",['mbert_base__fr'],1
"('Q18', 'P527', 'Q155')","('South America', '[X] consists of [Y] .', 'Brazil')","('[CLS] Zuid - Amerika bestaat uit [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Suriname')",['mbert_base__nl'],1
"('Q1954239', 'P138', 'Q5603930')","('Greenfield railway station', '[X] is named after [Y] .', 'Greenfield')","('[CLS] Greenfield railway station is named after [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Greenfield')",['init_confidence_iter_confidence_reprob'],1
"('Q521460', 'P39', 'Q172907')","('Publius Servilius Vatia Isauricus', '[X] has the position of [Y] .', 'praetor')","('[CLS] Publius Servilius Isauricus heeft de positie van [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'senator')",['mbert_base__nl'],1
"('Q193236', 'P1412', 'Q652')","(""Gabriele D'Annunzio"", '[X] used to communicate in [Y] .', 'Italian')","(""[CLS] Gabriele D ' Annunzio hablaba [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD]"", 'italiano')",['mbert_base__es'],1
"('Q211785', 'P1412', 'Q7737')","('Mikhail Saltykov-Shchedrin', '[X] used to communicate in [Y] .', 'Russian')","('[CLS] 米 哈 伊 尔 · 叶 夫 格 拉 福 维 奇 · 萨 尔 蒂 科 夫 - 谢 德 林 的 语 言 是 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD]', '俄 语')",['mbert_base__zh'],1
"('Q3425814', 'P103', 'Q150')","('René Beaumont', 'The native language of [X] is [Y] .', 'French')","('[CLS] The native language of René Beaumont is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'French')",['init_confidence_iter_confidence_reprob'],1
"('Q310493', 'P106', 'Q33999')","('Robert Wagner', '[X] is a [Y] by profession .', 'actor')","('[CLS] ο Ρόμπερτ Βάγκνερ εργάζεται ως [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'ηθοποιός')",['mbert_base__el'],1
"('Q471154', 'P495', 'Q30')","('New York Philharmonic Orchestra', '[X] was created in [Y] .', 'United States of America')","('[CLS] New York Philharmonic Orchestra was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q213', 'P530', 'Q36')","('Czech Republic', '[X] maintains diplomatic relations with [Y] .', 'Poland')","('[CLS] Tsẹ́kì Olómìnira ní [UNK] tí kò fàyègba ìjà [UNK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q315537', 'P1412', 'Q1860')","('William Cowper', '[X] used to communicate in [Y] .', 'English')","('[CLS] William Cowper hablaba [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'inglés')",['mbert_base__es'],1
"('Q554761', 'P413', 'Q193592')","('Allan Nielsen', '[X] plays in [Y] position .', 'midfielder')","('[CLS] 阿 倫 · 尼 路 臣 的 场 上 位 置 是 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD]', '中 场')",['mbert_base__zh'],1
